cond,az,v,r,trial,min_dist,final_y,final_x,final_yaw,peak_turn,mean_abs_turn,peak_gf,max_active
nobrain,45,2.0,0.2,0,7.93627810486531e-14,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,2.0,0.2,0,1.0141016845930044,-2.3008402244965698,-0.9220253317324286,-64.05683366775203,1.0,0.13180702725155144,0.8020927752351089,196
real,45,2.0,0.2,1,1.0462192039249474,-2.383648856455712,-1.0208521952901575,-69.67118484009887,1.0,0.14282876549465084,0.8894016656004782,194
real,45,2.0,0.2,2,1.038589902362771,-2.3871752014167114,-1.0509730520553024,-69.52327164644764,1.0,0.14297584909602082,0.7801070888802257,211
nobrain,45,2.0,0.3,0,7.93627810486531e-14,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,2.0,0.3,0,1.0153548546826523,-2.3158613066416702,-0.9473475399738901,-59.969323655808246,1.0,0.12415870230474285,0.8648333928465439,187
real,45,2.0,0.3,1,1.0042341382457811,-2.2450856732043007,-0.850185486664716,-57.21275623898029,1.0,0.11834605694279811,0.8853872709615916,199
real,45,2.0,0.3,2,1.004418091105152,-2.265603849247479,-0.8813111206204194,-57.54014931301281,1.0,0.11910478143297165,0.9159051723513777,179
nobrain,45,2.0,0.45,0,7.93627810486531e-14,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,2.0,0.45,0,1.4231792065403999,-2.8329106991700415,-1.3013562539085093,-75.74826841305398,1.0,0.15464941274729396,0.8976649188258878,234
real,45,2.0,0.45,1,1.2590982443725545,-2.6043244771313026,-1.003161505702093,-63.956815794324896,1.0,0.13109344593982744,0.9328774832814792,196
real,45,2.0,0.45,2,1.2508497781258012,-2.593205222001279,-0.9963580693792634,-63.249220742914666,1.0,0.12967546161195911,0.8977417060407459,202
nobrain,45,3.0,0.2,0,1.7710446979406052e-13,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,3.0,0.2,0,0.8127303618844351,-2.4066649799990967,-1.1967239955360374,-81.2887158849386,1.0,0.22126051802370147,0.9320337241125418,226
real,45,3.0,0.2,1,0.7807391549335885,-2.4487538246967957,-1.3007426430405309,-85.4669080215857,1.0,0.23237653549356702,0.8765878782804019,220
real,45,3.0,0.2,2,0.8103636558011664,-2.4046899872588976,-1.1979346026065933,-81.25636279880473,1.0,0.22107583932644873,0.9668977408323233,225
nobrain,45,3.0,0.3,0,1.7710446979406052e-13,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,3.0,0.3,0,0.901847220595689,-2.6289492210485346,-1.3273067070160953,-83.93221786811702,1.0,0.22773644873245596,0.95529671867429,231
real,45,3.0,0.3,1,0.8949663822719665,-2.6029371322356187,-1.307262933971202,-83.23771226739419,1.0,0.22588520291859052,0.9596811876410595,249
real,45,3.0,0.3,2,0.893278183945752,-2.549047118922187,-1.2442402268812056,-81.52148715568003,1.0,0.22139526786280303,1.0,248
nobrain,45,3.0,0.45,0,1.7710446979406052e-13,0.0,0.0,0.0,0.0,0.0,0.0,0
real,45,3.0,0.45,0,0.8977228318871782,-2.6932567246211847,-1.4099561557704257,-87.44642209668677,1.0,0.23700536333217678,1.0,327
real,45,3.0,0.45,1,0.9057628086216826,-2.6647152987344573,-1.3637254012081075,-85.48192379314827,1.0,0.2318102690041457,1.0,305
real,45,3.0,0.45,2,0.9339636135611987,-2.6682938265647467,-1.3238752424978981,-83.29236697382804,1.0,0.2260133570371177,1.0,299
