cond,az,trial,min_dist,final_y,final_x,final_yaw,peak_turn,mean_abs_turn,peak_gf,max_active
shuffle2,30,0,0.003381306493118519,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,292
shuffle2,30,1,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,286
shuffle2,30,2,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,286
shuffle2,30,3,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,282
shuffle2,30,4,0.0034256179758247463,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,279
shuffle2,30,5,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,288
shuffle2,30,6,0.0031666507666003874,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,284
shuffle2,30,7,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,293
shuffle2,30,8,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,298
shuffle2,30,9,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,295
shuffle2,-30,0,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,294
shuffle2,-30,1,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,301
shuffle2,-30,2,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,284
shuffle2,-30,3,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,304
shuffle2,-30,4,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,308
shuffle2,-30,5,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,291
shuffle2,-30,6,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,293
shuffle2,-30,7,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,294
shuffle2,-30,8,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,305
shuffle2,-30,9,3.572809025293315e-13,0.0,0.0,0.0,0.0,0.0,0.0,307
