stim,trial,group,neuron,rate
LC4_L,1,DN_all_right,1089,61.0
LC4_L,1,DN_all_right,1092,10.0
LC4_L,1,DN_all_right,1108,1.0
LC4_L,1,DN_all_right,1150,51.0
LC4_L,1,DN_all_right,1165,46.0
LC4_L,1,DN_all_right,1168,2.0
LC4_L,1,DN_all_right,1210,36.0
LC4_L,1,DN_all_right,1218,20.0
LC4_L,1,DN_all_right,1222,12.0
LC4_L,1,DN_all_right,1242,13.0
LC4_L,1,DN_all_right,1269,28.0
LC4_L,1,DN_all_right,1277,38.0
LC4_L,1,DN_all_right,1315,24.0
LC4_L,1,DN_all_right,1331,6.0
LC4_L,1,DN_all_right,1382,3.0
LC4_L,1,DN_all_right,1384,2.0
LC4_L,1,DN_all_right,1400,5.0
LC4_L,1,DN_all_right,1405,9.0
LC4_L,1,DN_all_right,1412,4.0
LC4_L,1,DN_all_right,1457,6.0
LC4_L,1,DN_all_right,1468,6.0
LC4_L,1,DN_all_right,1492,3.0
LC4_L,1,DN_all_right,1502,2.0
LC4_L,1,DN_all_right,1515,1.0
LC4_L,1,DN_all_right,1575,2.0
LC4_L,1,DN_all_right,1581,5.0
LC4_L,1,DN_all_right,1621,9.0
LC4_L,1,DN_all_right,1648,3.0
LC4_L,1,DN_all_right,1653,5.0
LC4_L,1,DN_all_right,1699,10.0
LC4_L,1,DN_all_right,1708,69.0
LC4_L,1,DN_all_right,1748,7.0
LC4_L,1,DN_all_right,1756,40.0
LC4_L,1,DN_all_right,1789,21.0
LC4_L,1,DN_all_right,1823,69.0
LC4_L,1,DN_all_right,1837,7.0
LC4_L,1,DN_all_right,1842,22.0
LC4_L,1,DN_all_right,1897,2.0
LC4_L,1,DN_all_right,1909,1.0
LC4_L,1,DN_all_right,1954,3.0
LC4_L,1,DN_all_right,1965,9.0
LC4_L,1,DN_all_right,1995,4.0
LC4_L,1,DN_all_right,2033,13.0
LC4_L,1,DN_all_right,2037,6.0
LC4_L,1,DN_all_right,2079,7.0
LC4_L,1,DN_all_right,2094,17.0
LC4_L,1,DN_all_right,2120,12.0
LC4_L,1,DN_all_right,2210,64.0
LC4_L,1,DN_all_right,2218,7.0
LC4_L,1,DN_all_right,2222,29.0
LC4_L,1,DN_all_right,2238,10.0
LC4_L,1,DN_all_right,2325,36.0
LC4_L,1,DN_all_right,2332,17.0
LC4_L,1,DN_all_right,2350,5.0
LC4_L,1,DN_all_right,2458,2.0
LC4_L,1,DN_all_right,2495,6.0
LC4_L,1,DN_all_right,2607,129.0
LC4_L,1,DN_all_right,2613,6.0
LC4_L,1,DN_all_right,2659,3.0
LC4_L,1,DN_all_right,2752,19.0
LC4_L,1,DN_all_right,2830,8.0
LC4_L,1,DN_all_right,2841,10.0
LC4_L,1,DN_all_right,3020,8.0
LC4_L,1,DN_all_right,3048,1.0
LC4_L,1,DN_all_right,3059,50.0
LC4_L,1,DN_all_right,3068,45.0
LC4_L,1,DN_all_right,3220,167.0
LC4_L,1,DN_all_right,3270,60.0
LC4_L,1,DN_all_right,3278,5.0
LC4_L,1,DN_all_right,3348,20.0
LC4_L,1,DN_all_right,3374,8.0
LC4_L,1,DN_all_right,3383,14.0
LC4_L,1,DN_all_right,3403,14.0
LC4_L,1,DN_all_right,3406,30.0
LC4_L,1,DN_all_right,3491,7.0
LC4_L,1,DN_all_right,3539,5.0
LC4_L,1,DN_all_right,3593,3.0
LC4_L,1,DN_all_right,3625,3.0
LC4_L,1,DN_all_right,3654,8.0
LC4_L,1,DN_all_right,3694,1.0
LC4_L,1,DN_all_right,3707,2.0
LC4_L,1,DN_all_right,3754,14.0
LC4_L,1,DN_all_right,3828,22.0
LC4_L,1,DN_all_right,3853,49.0
LC4_L,1,DN_all_right,3862,2.0
LC4_L,1,DN_all_right,3868,3.0
LC4_L,1,DN_all_right,3945,20.0
LC4_L,1,DN_all_right,3973,2.0
LC4_L,1,DN_all_right,3997,4.0
LC4_L,1,DN_all_right,4020,5.0
LC4_L,1,DN_all_right,4042,1.0
LC4_L,1,DN_all_right,4078,18.0
LC4_L,1,DN_all_right,4120,1.0
LC4_L,1,DN_all_right,4479,1.0
LC4_L,1,DN_all_right,4514,11.0
LC4_L,1,DN_all_right,4641,38.0
LC4_L,1,DN_all_right,4645,41.0
LC4_L,1,DN_all_right,4801,1.0
LC4_L,1,DN_all_right,4879,16.0
LC4_L,1,DN_all_right,5027,9.0
LC4_L,1,DN_all_right,5124,38.0
LC4_L,1,DN_all_right,5348,1.0
LC4_L,1,DN_all_right,5367,3.0
LC4_L,1,DN_all_right,5381,5.0
LC4_L,1,DN_all_right,5458,40.0
LC4_L,1,DN_all_right,5597,10.0
LC4_L,1,DN_all_right,5739,8.0
LC4_L,1,DN_all_right,5841,18.0
LC4_L,1,DN_all_right,6074,44.0
LC4_L,1,DN_all_right,6358,54.0
LC4_L,1,DN_all_right,6427,4.0
LC4_L,1,DN_all_right,6570,44.0
LC4_L,1,DN_all_right,6599,5.0
LC4_L,1,DN_all_right,6753,2.0
LC4_L,1,DN_all_right,7801,8.0
LC4_L,1,DN_all_right,7850,32.0
LC4_L,1,DN_all_right,8815,1.0
LC4_L,1,DN_all_right,9254,94.0
LC4_L,1,DN_all_right,9458,44.0
LC4_L,1,DN_all_right,9780,79.0
LC4_L,1,DN_all_right,9912,10.0
LC4_L,1,DN_all_right,10114,1.0
LC4_L,1,DN_all_right,10343,1.0
LC4_L,1,DN_all_right,10368,12.0
LC4_L,1,DN_all_right,11239,5.0
LC4_L,1,DN_all_right,11504,5.0
LC4_L,1,DN_all_right,12150,5.0
LC4_L,1,DN_all_right,12336,52.0
LC4_L,1,DN_all_right,12572,7.0
LC4_L,1,DN_all_right,14496,6.0
LC4_L,1,DN_all_right,15028,3.0
LC4_L,1,DN_all_right,15460,2.0
LC4_L,1,DN_all_right,15566,24.0
LC4_L,1,DN_all_right,15893,23.0
LC4_L,1,DN_all_right,16849,1.0
LC4_L,1,DN_all_right,17700,5.0
LC4_L,1,DN_all_right,18221,3.0
LC4_L,1,DN_all_right,19450,6.0
LC4_L,1,DN_all_right,23535,6.0
LC4_L,1,DN_all_right,23861,3.0
LC4_L,1,DN_all_right,27054,5.0
LC4_L,1,DN_all_right,27379,3.0
LC4_L,1,DN_all_right,27532,8.0
LC4_L,1,DN_all_right,32032,16.0
LC4_L,1,DN_all_right,47173,8.0
LC4_L,1,DN_all_right,50694,4.0
LC4_L,1,DN_all_right,51855,5.0
LC4_L,1,DN_all_right,63360,2.0
LC4_L,1,DN_all_right,72835,11.0
LC4_L,1,DN_all_right,116556,43.0
LC4_L,1,DN_all_right,117981,8.0
LC4_L,1,DN_all_right,118808,2.0
LC4_L,1,DN_all_right,121642,5.0
LC4_L,1,DN_all_right,122053,1.0
LC4_L,1,DN_all_right,122432,31.0
LC4_L,1,DN_all_right,123333,9.0
LC4_L,1,DN_all_right,124419,1.0
LC4_L,1,DN_all_right,125376,43.0
LC4_L,1,DN_all_right,125430,5.0
LC4_L,1,DN_all_right,125617,1.0
LC4_L,1,DN_all_right,125795,57.0
LC4_L,1,DN_all_right,126404,18.0
LC4_L,1,DN_all_right,126772,1.0
LC4_L,1,DN_all_right,127636,21.0
LC4_L,1,DN_all_right,127734,4.0
LC4_L,1,DN_all_right,127758,3.0
LC4_L,1,DN_all_right,128032,18.0
LC4_L,1,DN_all_right,128892,85.0
LC4_L,1,DN_all_right,129301,3.0
LC4_L,1,DN_all_right,129659,1.0
LC4_L,1,DN_all_right,129688,1.0
LC4_L,1,DN_all_right,129718,19.0
LC4_L,1,DN_all_right,130252,2.0
LC4_L,1,DN_all_right,130847,12.0
LC4_L,1,DN_all_right,130858,3.0
LC4_L,1,DN_all_right,131136,47.0
LC4_L,1,DN_all_right,131434,57.0
LC4_L,1,DN_all_right,131504,16.0
LC4_L,1,DN_all_right,133544,49.0
LC4_L,1,DN_all_right,133816,1.0
LC4_L,1,DN_all_right,140621,1.0
LC4_L,1,DN_all_right,140978,28.0
LC4_L,1,DN_all_right,140980,5.0
LC4_L,1,DN_all_right,141051,16.0
LC4_L,1,DN_all_right,141735,36.0
LC4_L,1,DN_all_right,143416,25.0
LC4_L,1,DN_all_right,144269,60.0
LC4_L,1,DN_all_right,145368,34.0
LC4_L,1,DN_all_right,151545,3.0
LC4_L,1,DN_all_right,161396,53.0
LC4_L,1,DN_all_right,162540,15.0
LC4_L,1,MN_all_left,111304,4.0
LC4_L,1,MN_all_left,142922,4.0
LC4_L,1,MN_all_left,142929,101.0
LC4_L,1,MN_all_left,142964,22.0
LC4_L,1,MN_all_left,143088,112.0
LC4_L,1,MN_all_left,143139,29.0
LC4_L,1,MN_all_left,143160,60.0
LC4_L,1,MN_all_left,143221,36.0
LC4_L,1,MN_all_left,143222,56.0
LC4_L,1,MN_all_left,143231,38.0
LC4_L,1,MN_all_left,143243,44.0
LC4_L,1,MN_all_left,143252,12.0
LC4_L,1,MN_all_left,143281,15.0
LC4_L,1,MN_all_left,143322,166.0
LC4_L,1,MN_all_left,143418,19.0
LC4_L,1,MN_all_left,143421,41.0
LC4_L,1,MN_all_left,143436,3.0
LC4_L,1,MN_all_left,143445,169.0
LC4_L,1,MN_all_left,143464,3.0
LC4_L,1,MN_all_left,143478,41.0
LC4_L,1,MN_all_left,143539,16.0
LC4_L,1,MN_all_left,143626,87.0
LC4_L,1,MN_all_left,143760,9.0
LC4_L,1,MN_all_left,143766,13.0
LC4_L,1,MN_all_left,143773,17.0
LC4_L,1,MN_all_left,143860,43.0
LC4_L,1,MN_all_left,143901,9.0
LC4_L,1,MN_all_left,143949,6.0
LC4_L,1,MN_all_left,144071,24.0
LC4_L,1,MN_all_left,144086,3.0
LC4_L,1,MN_all_left,144111,26.0
LC4_L,1,MN_all_left,144209,161.0
LC4_L,1,MN_all_left,144222,6.0
LC4_L,1,MN_all_left,144265,174.0
LC4_L,1,MN_all_left,144290,3.0
LC4_L,1,MN_all_left,144377,3.0
LC4_L,1,MN_all_left,144382,40.0
LC4_L,1,MN_all_left,144400,56.0
LC4_L,1,MN_all_left,144450,39.0
LC4_L,1,MN_all_left,144465,96.0
LC4_L,1,MN_all_left,144494,7.0
LC4_L,1,MN_all_left,144576,37.0
LC4_L,1,MN_all_left,144584,36.0
LC4_L,1,MN_all_left,144657,11.0
LC4_L,1,MN_all_left,144709,8.0
LC4_L,1,MN_all_left,144821,100.0
LC4_L,1,MN_all_left,144860,6.0
LC4_L,1,MN_all_left,144878,12.0
LC4_L,1,MN_all_left,144897,51.0
LC4_L,1,MN_all_left,144974,9.0
LC4_L,1,MN_all_left,145034,146.0
LC4_L,1,MN_all_left,145081,28.0
LC4_L,1,MN_all_left,145094,3.0
LC4_L,1,MN_all_left,145109,37.0
LC4_L,1,MN_all_left,145142,34.0
LC4_L,1,MN_all_left,145198,94.0
LC4_L,1,MN_all_left,145207,3.0
LC4_L,1,MN_all_left,145217,7.0
LC4_L,1,MN_all_left,145274,1.0
LC4_L,1,MN_all_left,145303,36.0
LC4_L,1,MN_all_left,145382,45.0
LC4_L,1,MN_all_left,145405,47.0
LC4_L,1,MN_all_left,145438,32.0
LC4_L,1,MN_all_left,145476,19.0
LC4_L,1,MN_all_left,145573,12.0
LC4_L,1,MN_all_left,145660,6.0
LC4_L,1,MN_all_left,145672,10.0
LC4_L,1,MN_all_left,145732,32.0
LC4_L,1,MN_all_left,145766,22.0
LC4_L,1,MN_all_left,145796,100.0
LC4_L,1,MN_all_left,145805,42.0
LC4_L,1,MN_all_left,145900,5.0
LC4_L,1,MN_all_left,145911,48.0
LC4_L,1,MN_all_left,145975,43.0
LC4_L,1,MN_all_left,146072,41.0
LC4_L,1,MN_all_left,146107,7.0
LC4_L,1,MN_all_left,146233,4.0
LC4_L,1,MN_all_left,146333,47.0
LC4_L,1,MN_all_left,146441,18.0
LC4_L,1,MN_all_left,146494,9.0
LC4_L,1,MN_all_left,146556,43.0
LC4_L,1,MN_all_left,146590,16.0
LC4_L,1,MN_all_left,146748,91.0
LC4_L,1,MN_all_left,146821,31.0
LC4_L,1,MN_all_left,147153,25.0
LC4_L,1,MN_all_left,147241,33.0
LC4_L,1,MN_all_left,147254,19.0
LC4_L,1,MN_all_left,147272,3.0
LC4_L,1,MN_all_left,147311,44.0
LC4_L,1,MN_all_left,147444,30.0
LC4_L,1,MN_all_left,147449,43.0
LC4_L,1,MN_all_left,147492,40.0
LC4_L,1,MN_all_left,147569,45.0
LC4_L,1,MN_all_left,147690,4.0
LC4_L,1,MN_all_left,147730,3.0
LC4_L,1,MN_all_left,147844,21.0
LC4_L,1,MN_all_left,147938,3.0
LC4_L,1,MN_all_left,148076,1.0
LC4_L,1,MN_all_left,148097,1.0
LC4_L,1,MN_all_left,148126,49.0
LC4_L,1,MN_all_left,148144,26.0
LC4_L,1,MN_all_left,148349,6.0
LC4_L,1,MN_all_left,148397,33.0
LC4_L,1,MN_all_left,148408,1.0
LC4_L,1,MN_all_left,148412,21.0
LC4_L,1,MN_all_left,148537,7.0
LC4_L,1,MN_all_left,148589,105.0
LC4_L,1,MN_all_left,148779,2.0
LC4_L,1,MN_all_left,148953,89.0
LC4_L,1,MN_all_left,148964,3.0
LC4_L,1,MN_all_left,148984,1.0
LC4_L,1,MN_all_left,149298,38.0
LC4_L,1,MN_all_left,149557,4.0
LC4_L,1,MN_all_left,149592,21.0
LC4_L,1,MN_all_left,149636,33.0
LC4_L,1,MN_all_left,149652,5.0
LC4_L,1,MN_all_left,150276,22.0
LC4_L,1,MN_all_left,150280,7.0
LC4_L,1,MN_all_left,150354,9.0
LC4_L,1,MN_all_left,150721,10.0
LC4_L,1,MN_all_left,150850,1.0
LC4_L,1,MN_all_left,150864,29.0
LC4_L,1,MN_all_left,151089,2.0
LC4_L,1,MN_all_left,151305,43.0
LC4_L,1,MN_all_left,152375,8.0
LC4_L,1,MN_all_left,152535,19.0
LC4_L,1,MN_all_left,152793,1.0
LC4_L,1,MN_all_left,153181,2.0
LC4_L,1,MN_all_left,154142,41.0
LC4_L,1,MN_all_left,154315,60.0
LC4_L,1,MN_all_left,154353,19.0
LC4_L,1,MN_all_left,154887,46.0
LC4_L,1,MN_all_left,155085,6.0
LC4_L,1,MN_all_left,156887,1.0
LC4_L,1,MN_all_left,158106,24.0
LC4_L,1,MN_all_left,158122,2.0
LC4_L,1,MN_all_left,158328,3.0
LC4_L,1,MN_all_left,158475,4.0
LC4_L,1,MN_all_left,158794,22.0
LC4_L,1,MN_all_left,159087,53.0
LC4_L,1,MN_all_left,159285,1.0
LC4_L,1,MN_all_left,159287,1.0
LC4_L,1,MN_all_left,159288,6.0
LC4_L,1,MN_all_left,159417,1.0
LC4_L,1,MN_all_left,159488,31.0
LC4_L,1,MN_all_left,159489,1.0
LC4_L,1,MN_all_left,159993,7.0
LC4_L,1,MN_all_left,160070,19.0
LC4_L,1,MN_all_left,160137,66.0
LC4_L,1,MN_all_left,160430,2.0
LC4_L,1,MN_all_left,160448,95.0
LC4_L,1,MN_all_left,160854,83.0
LC4_L,1,MN_all_left,162458,4.0
LC4_L,1,MN_all_left,162557,1.0
LC4_L,1,MN_all_left,162657,10.0
LC4_L,1,MN_all_left,162678,22.0
LC4_L,1,MN_all_left,162782,116.0
LC4_L,1,MN_all_left,162796,118.0
LC4_L,1,MN_all_left,162914,13.0
LC4_L,1,MN_all_left,164603,14.0
LC4_L,1,MN_all_left,164626,7.0
LC4_L,1,MN_all_left,164726,1.0
LC4_L,1,MN_all_right,142834,126.0
LC4_L,1,MN_all_right,142900,4.0
LC4_L,1,MN_all_right,142932,22.0
LC4_L,1,MN_all_right,142956,50.0
LC4_L,1,MN_all_right,143136,49.0
LC4_L,1,MN_all_right,143200,9.0
LC4_L,1,MN_all_right,143244,29.0
LC4_L,1,MN_all_right,143260,36.0
LC4_L,1,MN_all_right,143304,110.0
LC4_L,1,MN_all_right,143341,49.0
LC4_L,1,MN_all_right,143362,47.0
LC4_L,1,MN_all_right,143454,1.0
LC4_L,1,MN_all_right,143460,3.0
LC4_L,1,MN_all_right,143467,23.0
LC4_L,1,MN_all_right,143498,7.0
LC4_L,1,MN_all_right,143566,13.0
LC4_L,1,MN_all_right,143567,13.0
LC4_L,1,MN_all_right,143581,2.0
LC4_L,1,MN_all_right,143589,4.0
LC4_L,1,MN_all_right,143635,42.0
LC4_L,1,MN_all_right,143643,14.0
LC4_L,1,MN_all_right,143728,46.0
LC4_L,1,MN_all_right,143754,171.0
LC4_L,1,MN_all_right,143786,101.0
LC4_L,1,MN_all_right,143796,43.0
LC4_L,1,MN_all_right,143828,2.0
LC4_L,1,MN_all_right,143830,28.0
LC4_L,1,MN_all_right,143890,6.0
LC4_L,1,MN_all_right,143900,50.0
LC4_L,1,MN_all_right,144043,12.0
LC4_L,1,MN_all_right,144076,9.0
LC4_L,1,MN_all_right,144107,28.0
LC4_L,1,MN_all_right,144149,17.0
LC4_L,1,MN_all_right,144152,104.0
LC4_L,1,MN_all_right,144158,1.0
LC4_L,1,MN_all_right,144211,5.0
LC4_L,1,MN_all_right,144246,5.0
LC4_L,1,MN_all_right,144285,179.0
LC4_L,1,MN_all_right,144367,4.0
LC4_L,1,MN_all_right,144370,2.0
LC4_L,1,MN_all_right,144391,1.0
LC4_L,1,MN_all_right,144392,5.0
LC4_L,1,MN_all_right,144429,41.0
LC4_L,1,MN_all_right,144466,94.0
LC4_L,1,MN_all_right,144516,1.0
LC4_L,1,MN_all_right,144664,14.0
LC4_L,1,MN_all_right,144682,152.0
LC4_L,1,MN_all_right,144715,3.0
LC4_L,1,MN_all_right,144768,2.0
LC4_L,1,MN_all_right,144790,10.0
LC4_L,1,MN_all_right,144918,2.0
LC4_L,1,MN_all_right,144952,25.0
LC4_L,1,MN_all_right,144987,35.0
LC4_L,1,MN_all_right,145007,16.0
LC4_L,1,MN_all_right,145064,142.0
LC4_L,1,MN_all_right,145083,29.0
LC4_L,1,MN_all_right,145103,37.0
LC4_L,1,MN_all_right,145127,114.0
LC4_L,1,MN_all_right,145221,35.0
LC4_L,1,MN_all_right,145278,1.0
LC4_L,1,MN_all_right,145458,3.0
LC4_L,1,MN_all_right,145461,39.0
LC4_L,1,MN_all_right,145492,90.0
LC4_L,1,MN_all_right,145559,17.0
LC4_L,1,MN_all_right,145581,56.0
LC4_L,1,MN_all_right,145592,45.0
LC4_L,1,MN_all_right,145621,23.0
LC4_L,1,MN_all_right,145653,49.0
LC4_L,1,MN_all_right,145721,2.0
LC4_L,1,MN_all_right,145738,17.0
LC4_L,1,MN_all_right,145832,33.0
LC4_L,1,MN_all_right,145953,11.0
LC4_L,1,MN_all_right,145960,33.0
LC4_L,1,MN_all_right,146013,4.0
LC4_L,1,MN_all_right,146056,1.0
LC4_L,1,MN_all_right,146130,33.0
LC4_L,1,MN_all_right,146173,55.0
LC4_L,1,MN_all_right,146318,6.0
LC4_L,1,MN_all_right,146627,38.0
LC4_L,1,MN_all_right,146668,42.0
LC4_L,1,MN_all_right,146701,6.0
LC4_L,1,MN_all_right,146725,102.0
LC4_L,1,MN_all_right,146879,43.0
LC4_L,1,MN_all_right,147037,12.0
LC4_L,1,MN_all_right,147094,34.0
LC4_L,1,MN_all_right,147184,3.0
LC4_L,1,MN_all_right,147267,34.0
LC4_L,1,MN_all_right,147470,21.0
LC4_L,1,MN_all_right,147519,4.0
LC4_L,1,MN_all_right,147543,3.0
LC4_L,1,MN_all_right,147559,39.0
LC4_L,1,MN_all_right,147606,1.0
LC4_L,1,MN_all_right,147646,27.0
LC4_L,1,MN_all_right,147672,36.0
LC4_L,1,MN_all_right,147771,2.0
LC4_L,1,MN_all_right,147794,36.0
LC4_L,1,MN_all_right,147905,33.0
LC4_L,1,MN_all_right,147957,6.0
LC4_L,1,MN_all_right,148001,21.0
LC4_L,1,MN_all_right,148017,11.0
LC4_L,1,MN_all_right,148201,33.0
LC4_L,1,MN_all_right,148237,21.0
LC4_L,1,MN_all_right,148293,17.0
LC4_L,1,MN_all_right,148422,89.0
LC4_L,1,MN_all_right,148611,5.0
LC4_L,1,MN_all_right,148760,3.0
LC4_L,1,MN_all_right,148816,15.0
LC4_L,1,MN_all_right,148823,42.0
LC4_L,1,MN_all_right,148879,37.0
LC4_L,1,MN_all_right,149056,91.0
LC4_L,1,MN_all_right,149234,12.0
LC4_L,1,MN_all_right,149327,36.0
LC4_L,1,MN_all_right,149498,21.0
LC4_L,1,MN_all_right,149691,6.0
LC4_L,1,MN_all_right,149809,6.0
LC4_L,1,MN_all_right,149864,1.0
LC4_L,1,MN_all_right,149895,15.0
LC4_L,1,MN_all_right,149996,4.0
LC4_L,1,MN_all_right,150019,94.0
LC4_L,1,MN_all_right,150204,6.0
LC4_L,1,MN_all_right,150362,17.0
LC4_L,1,MN_all_right,150676,4.0
LC4_L,1,MN_all_right,150873,14.0
LC4_L,1,MN_all_right,150989,3.0
LC4_L,1,MN_all_right,152528,7.0
LC4_L,1,MN_all_right,153000,3.0
LC4_L,1,MN_all_right,153409,25.0
LC4_L,1,MN_all_right,153686,10.0
LC4_L,1,MN_all_right,154055,20.0
LC4_L,1,MN_all_right,154732,28.0
LC4_L,1,MN_all_right,154941,57.0
LC4_L,1,MN_all_right,156514,8.0
LC4_L,1,MN_all_right,157875,16.0
LC4_L,1,MN_all_right,158193,3.0
LC4_L,1,MN_all_right,158204,2.0
LC4_L,1,MN_all_right,158812,1.0
LC4_L,1,MN_all_right,159157,21.0
LC4_L,1,MN_all_right,159225,43.0
LC4_L,1,MN_all_right,159253,4.0
LC4_L,1,MN_all_right,159286,5.0
LC4_L,1,MN_all_right,159477,19.0
LC4_L,1,MN_all_right,159478,6.0
LC4_L,1,MN_all_right,159896,1.0
LC4_L,1,MN_all_right,160165,19.0
LC4_L,1,MN_all_right,160191,6.0
LC4_L,1,MN_all_right,160245,35.0
LC4_L,1,MN_all_right,160271,41.0
LC4_L,1,MN_all_right,160307,38.0
LC4_L,1,MN_all_right,160329,18.0
LC4_L,1,MN_all_right,160551,27.0
LC4_L,1,MN_all_right,161306,1.0
LC4_L,1,MN_all_right,161523,10.0
LC4_L,1,MN_all_right,162256,4.0
LC4_L,1,MN_all_right,162556,2.0
LC4_L,1,MN_all_right,162781,81.0
LC4_L,1,MN_all_right,164606,166.0
LC4_L,1,MN_all_right,164614,84.0
LC4_L,1,MN_all_right,164616,37.0
LC4_L,1,MN_all_right,164623,5.0
LC4_L,2,DN_all_left,6,252.0
LC4_L,2,DN_all_left,36,1.0
LC4_L,2,DN_all_left,78,1.0
LC4_L,2,DN_all_left,104,6.0
LC4_L,2,DN_all_left,121,107.0
LC4_L,2,DN_all_left,144,33.0
LC4_L,2,DN_all_left,147,1.0
LC4_L,2,DN_all_left,178,233.0
LC4_L,2,DN_all_left,207,118.0
LC4_L,2,DN_all_left,213,1.0
LC4_L,2,DN_all_left,226,1.0
LC4_L,2,DN_all_left,228,32.0
LC4_L,2,DN_all_left,238,223.0
LC4_L,2,DN_all_left,252,2.0
LC4_L,2,DN_all_left,264,23.0
LC4_L,2,DN_all_left,273,52.0
LC4_L,2,DN_all_left,278,1.0
LC4_L,2,DN_all_left,316,23.0
LC4_L,2,DN_all_left,333,139.0
LC4_L,2,DN_all_left,349,15.0
LC4_L,2,DN_all_left,363,16.0
LC4_L,2,DN_all_left,383,10.0
LC4_L,2,DN_all_left,384,14.0
LC4_L,2,DN_all_left,391,2.0
LC4_L,2,DN_all_left,410,17.0
LC4_L,2,DN_all_left,489,5.0
LC4_L,2,DN_all_left,523,2.0
LC4_L,2,DN_all_left,541,3.0
LC4_L,2,DN_all_left,543,44.0
LC4_L,2,DN_all_left,603,8.0
LC4_L,2,DN_all_left,614,2.0
LC4_L,2,DN_all_left,628,68.0
LC4_L,2,DN_all_left,632,3.0
LC4_L,2,DN_all_left,673,3.0
LC4_L,2,DN_all_left,687,89.0
LC4_L,2,DN_all_left,696,199.0
LC4_L,2,DN_all_left,741,6.0
LC4_L,2,DN_all_left,773,13.0
LC4_L,2,DN_all_left,783,3.0
LC4_L,2,DN_all_left,861,44.0
LC4_L,2,DN_all_left,879,4.0
LC4_L,2,DN_all_left,898,1.0
LC4_L,2,DN_all_left,931,2.0
LC4_L,2,DN_all_left,979,1.0
LC4_L,2,DN_all_left,984,15.0
LC4_L,2,DN_all_left,992,14.0
LC4_L,2,DN_all_left,993,3.0
LC4_L,2,DN_all_left,994,23.0
LC4_L,2,DN_all_left,1037,6.0
LC4_L,2,DN_all_left,1043,144.0
LC4_L,2,DN_all_left,1047,65.0
LC4_L,2,DN_all_left,1131,5.0
LC4_L,2,DN_all_left,1170,1.0
LC4_L,2,DN_all_left,1212,71.0
LC4_L,2,DN_all_left,1273,22.0
LC4_L,2,DN_all_left,1278,79.0
LC4_L,2,DN_all_left,1324,38.0
LC4_L,2,DN_all_left,1325,4.0
LC4_L,2,DN_all_left,1342,3.0
LC4_L,2,DN_all_left,1361,13.0
LC4_L,2,DN_all_left,1392,6.0
LC4_L,2,DN_all_left,1466,2.0
LC4_L,2,DN_all_left,1490,30.0
LC4_L,2,DN_all_left,1506,67.0
LC4_L,2,DN_all_left,1545,1.0
LC4_L,2,DN_all_left,1562,8.0
LC4_L,2,DN_all_left,1564,1.0
LC4_L,2,DN_all_left,1591,3.0
LC4_L,2,DN_all_left,1626,22.0
LC4_L,2,DN_all_left,1724,26.0
LC4_L,2,DN_all_left,1752,2.0
LC4_L,2,DN_all_left,1764,1.0
LC4_L,2,DN_all_left,1833,24.0
LC4_L,2,DN_all_left,1870,2.0
LC4_L,2,DN_all_left,1894,3.0
LC4_L,2,DN_all_left,1905,116.0
LC4_L,2,DN_all_left,1950,1.0
LC4_L,2,DN_all_left,1994,8.0
LC4_L,2,DN_all_left,2103,21.0
LC4_L,2,DN_all_left,2154,4.0
LC4_L,2,DN_all_left,2286,16.0
LC4_L,2,DN_all_left,2311,1.0
LC4_L,2,DN_all_left,2329,1.0
LC4_L,2,DN_all_left,2354,17.0
LC4_L,2,DN_all_left,2449,59.0
LC4_L,2,DN_all_left,2451,1.0
LC4_L,2,DN_all_left,2475,46.0
LC4_L,2,DN_all_left,2500,53.0
LC4_L,2,DN_all_left,2565,2.0
LC4_L,2,DN_all_left,2574,118.0
LC4_L,2,DN_all_left,2583,51.0
LC4_L,2,DN_all_left,2588,6.0
LC4_L,2,DN_all_left,2620,16.0
LC4_L,2,DN_all_left,2676,1.0
LC4_L,2,DN_all_left,2683,99.0
LC4_L,2,DN_all_left,2700,1.0
LC4_L,2,DN_all_left,2814,80.0
LC4_L,2,DN_all_left,2816,6.0
LC4_L,2,DN_all_left,2837,10.0
LC4_L,2,DN_all_left,2868,4.0
LC4_L,2,DN_all_left,2933,4.0
LC4_L,2,DN_all_left,3003,2.0
LC4_L,2,DN_all_left,3009,14.0
LC4_L,2,DN_all_left,3045,1.0
LC4_L,2,DN_all_left,3084,10.0
LC4_L,2,DN_all_left,3106,160.0
LC4_L,2,DN_all_left,3184,19.0
LC4_L,2,DN_all_left,3222,29.0
LC4_L,2,DN_all_left,3306,6.0
LC4_L,2,DN_all_left,3331,57.0
LC4_L,2,DN_all_left,3390,8.0
LC4_L,2,DN_all_left,3451,9.0
LC4_L,2,DN_all_left,3548,1.0
LC4_L,2,DN_all_left,3569,5.0
LC4_L,2,DN_all_left,3595,1.0
LC4_L,2,DN_all_left,3597,21.0
LC4_L,2,DN_all_left,3768,1.0
LC4_L,2,DN_all_left,3770,22.0
LC4_L,2,DN_all_left,3915,27.0
LC4_L,2,DN_all_left,3939,28.0
LC4_L,2,DN_all_left,3946,71.0
LC4_L,2,DN_all_left,3966,11.0
LC4_L,2,DN_all_left,4017,6.0
LC4_L,2,DN_all_left,4215,1.0
LC4_L,2,DN_all_left,4335,74.0
