t,x,y,z,yaw,wz,turn,gf,nact,DNp01_left,DNp01_right,DNa02_left,DNa02_right,DNa01_left,DNa01_right,DNb01_left,DNb01_right,DNp03_left,DNp03_right,DNp11_left,DNp11_right,DNg02_left,DNg02_right,DN_all_left,DN_all_right,MNsteer_left,MNsteer_right,TTMn_left,TTMn_right
0.02000000000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04000000000000003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060000000000000046,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08000000000000006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000000000007,-1.4262611619182615e-11,-1.3872231852569173e-07,2.0000587668939827,-0.020223113381522554,-1.890001327536803,0.13888888888888892,0.08333333333333334,364,33.333333333333336,50.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,33.333333333333336,0.0,0.0,0.4573170731707317,0.9002057613168725,6.250000000000001,4.166666666666667,0.0,16.666666666666668
0.12000000000000009,-1.17922048782844e-09,-2.4003351411851974e-06,2.0003808825066702,-0.10965812907752938,-6.715678566549492,0.37037037037037046,0.3055555555555556,1312,72.22222222222223,100.00000000000001,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,11.11111111111111,0.0,72.22222222222223,0.0,0.0,1.4227642276422765,1.9375857338820301,11.458333333333336,5.902777777777779,16.666666666666668,44.44444444444444
0.1400000000000001,-1.8431917734882055e-08,-1.3779264501778952e-05,2.0010146880248927,-0.27177516360577547,-9.314122442249582,0.24691358024691368,0.20370370370370366,916,81.48148148148148,133.33333333333334,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,7.4074074074074066,0.0,81.48148148148148,0.0,0.0,1.7107046070460705,2.114769090077732,8.680555555555557,4.976851851851852,11.11111111111111,29.629629629629626
0.16000000000000011,-1.1960624007686953e-07,-4.699071866021491e-05,2.0020029796523926,-0.4808355962000066,-11.442902452553415,0.23405349794238686,0.38580246913580246,1569,70.98765432098766,122.22222222222223,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,21.60493827160494,0.0,87.65432098765432,0.0,0.0,1.699412827461608,2.2586114921505867,7.870370370370371,4.359567901234568,24.074074074074076,53.08641975308642
0.18000000000000013,-4.6446220437798725e-07,-0.00011780395936573265,2.0034016925135996,-0.7185287392185614,-12.26861122774498,0.15603566529492455,0.34053497942386834,1649,63.991769547325106,131.4814814814815,0.0,0.0,0.0,0.0,4.93827160493827,0.0,0.0,14.40329218106996,0.0,75.1028806584362,0.0,0.0,2.1237955435109908,2.534547579129198,11.496913580246915,9.156378600823047,16.049382716049383,52.05761316872428
0.20000000000000015,-1.3184799547590392e-06,-0.00024211712375092915,2.0051311960520617,-0.964161405145274,-12.292906287139104,0.10402377686328303,0.3103566529492456,2715,42.661179698216735,120.98765432098766,0.0,0.0,0.0,0.0,3.292181069958847,0.0,0.0,9.602194787379972,0.0,83.40192043895748,0.0,0.0,3.550010037137409,4.133114023946215,11.83127572016461,10.270919067215365,10.699588477366255,51.371742112482856
0.22000000000000017,-3.0318986761674017e-06,-0.0004341178348379308,2.0070744252042223,-1.2355325681435725,-14.677596092887187,0.2776825179088553,0.20690443529949704,7453,45.10745313214449,113.9917695473251,16.666666666666668,0.0,0.0,0.0,2.1947873799725643,0.0,0.0,6.401463191586648,0.0,72.26794695930498,0.0,0.0,4.85651075646559,5.43030646863904,12.054183813443073,7.888946044810243,7.133058984910837,34.24782807498857
0.24000000000000019,-6.056480755677588e-06,-0.0007075479578970529,2.0091004947126434,-1.5584379378413638,-17.42229442629884,0.32401056749479246,0.1379362901996647,10656,30.07163542142966,75.99451303155007,11.11111111111111,0.0,0.0,0.0,1.4631915866483762,0.0,0.0,4.267642127724431,0.0,64.84529797286999,4.444444444444445,4.761904761904762,6.6675518864242145,7.503949168393105,14.286122542295383,9.425964029873496,4.755372656607224,22.831885383325712
