root_id,baseline,LPLC2_L,LPLC2_R,LPLC2_both,LC4_L,LC4_R,LC4_LPLC2_L,cell_type,side
720575940644666660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNg27,right
720575940636098367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge071,right
720575940622805700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge154,right
720575940644279319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNpe028,right
720575940648188548,0.0,0.0,0.5,3.25,0.0,0.0,0.0,DNg54,right
720575940614186449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNg44,left
720575940603591014,0.0,0.0,0.75,0.0,0.0,0.0,0.0,DNae004,left
720575940648636292,0.0,35.75,0.0,0.0,43.25,0.0,54.25,DNb09,right
720575940630956345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNg66,center
720575940634198926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge019,left
720575940636308075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge078,left
720575940610236514,0.0,0.0,3.25,0.0,0.75,0.75,2.5,MDN,right
720575940633201400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge015,right
720575940616826380,0.0,0.0,50.0,0.0,0.0,49.75,0.0,DNb09,left
720575940604954289,0.0,157.75,0.0,158.25,194.25,0.0,223.0,DNp04,left
720575940612586151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge017,right
720575940622806247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge085,right
720575940625420986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNp101,right
720575940631982952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge132,left
720575940643347616,0.0,40.5,0.0,18.0,0.0,0.0,5.25,DNp55,left
720575940640589171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge031,left
720575940617249254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNge086,right
720575940634428058,0.0,5.0,0.0,1.0,0.0,0.0,5.75,DNge043,right
720575940630712493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNg18_b,left
720575940627732361,0.0,0.0,5.0,0.0,0.0,0.0,0.0,DNp26,right
