t,x,y,z,roll,yaw,dist,drive,turn,gf,DNp01_left,DNp01_right,DNa02_left,DNa02_right,DNa01_left,DNa01_right,DNb01_left,DNb01_right,DNp03_left,DNp03_right,DNp11_left,DNp11_right,DNg02_left,DNg02_right,DN_all_left,DN_all_right,nact
0.02000000000000001,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04000000000000003,0.0,0.0,2.0,0.0,0.0,5.960000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.060000000000000046,0.0,0.0,2.0,0.0,0.0,5.920000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08000000000000006,0.0,0.0,2.0,0.0,0.0,5.880000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.10000000000000007,0.0,0.0,2.0,0.0,0.0,5.840000000000018,20.048578480572502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516795865633075,0.051599587203302384,83
0.12000000000000009,0.0,0.0,2.0001763007141555,0.0,0.0,5.800000000000022,20.325478966007953,0.0,0.25,16.666666666666668,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928509905254092,0.3181974544203647,135
0.1400000000000001,0.0,0.0,2.0006725149481275,0.0,0.0,5.760000002698112,20.608157171984065,0.0,0.25,27.77777777777778,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502727533735286,0.2379314298818943,69
0.16000000000000011,0.0,0.0,2.0015249768643324,0.0,0.0,5.720000039534677,20.896759919784863,0.0,0.33333333333333337,35.18518518518519,31.48148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36271413532395447,0.36501930206780575,141
0.18000000000000013,0.0,0.0,2.0027993613428645,0.0,0.0,5.68000020471433,21.191420525601607,0.0,0.38888888888888895,40.12345679012346,37.65432098765432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4226879765208792,0.37234516938679313,107
0.20000000000000015,0.0,0.0,2.004467102619584,0.0,0.0,5.64000069471843,21.492254452253736,0.0,0.34259259259259267,26.748971193415642,41.769547325102884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3851511574738678,0.3256294937294823,107
0.22000000000000017,0.0,0.0,2.006507126086807,0.0,0.0,5.600001781696708,21.799393860371787,0.0,0.39506172839506176,34.499314128943766,44.51303155006859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41180619800583435,0.4492844715678489,117
0.24000000000000019,0.0,0.0,2.0088309009805827,0.0,0.0,5.5600038077946,22.112977219864938,0.0,0.26337448559670784,22.999542752629175,29.67535436671239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3520568451821841,0.35112256824853494,99
0.2600000000000002,0.0,0.0,2.0113303904774664,0.0,0.0,5.520007063837212,22.433214985172377,0.0,0.2589163237311386,15.333028501752782,36.45023624447493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36390352986305813,0.3114810929706435,92
0.2800000000000002,0.0,0.0,2.0142200195325097,0.0,0.0,5.480011713285748,22.76036975907048,0.0,0.5892775491540925,43.55535233450186,74.30015749631663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423480906213615,0.4914517915985921,132
0.3000000000000002,0.0,0.0,2.0175362892788464,0.0,0.0,5.440018585350254,23.094254980490035,0.0,0.39285169943606163,29.036901556334573,49.53343833087775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46319915711398624,0.48243328934230184,134
0.32000000000000023,0.0,0.0,2.0210891628197505,0.0,0.0,5.400028474132556,23.43507635721322,0.0,0.34523446629070775,19.357934370889716,49.688958887251836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604790246392983,0.37322178009817025,125
0.34000000000000025,0.0,0.0,2.024805052092305,0.0,0.0,5.360041487972755,23.783437404608346,0.0,0.31348964419380515,12.905289580593143,49.79263925816789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953581094494547,0.4810126624803075,97
0.36000000000000026,0.0,0.0,2.028749989421579,0.0,0.0,5.320057827750569,24.139505963402883,0.0,0.45899309612920347,41.93685972039543,49.86175950544526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39277103937457186,0.44967407632846096,123
0.3800000000000003,0.0,0.0,2.0329439226782893,0.0,0.0,5.280078272326328,24.503154204494543,0.0,0.3893287307528023,27.95790648026362,49.90783967029684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3652065327096629,0.42878168556056323,124
0.4000000000000003,0.0,0.0,2.0373460922367688,0.0,0.0,5.240103558331868,24.874624379339476,0.0,0.42621915383520154,35.305270986842416,49.93855978019789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726699882147107,0.4664530122519338,116
0.4200000000000003,0.0,0.0,2.0420934540618125,0.0,0.0,5.200134106982845,25.254342429537324,0.0,0.6174794358901344,56.87018065789495,66.62570652013193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102037647529597,0.5689666108511344,167
0.44000000000000034,0.0,0.0,2.0473056477643077,0.0,0.0,5.160171688895226,25.64168155967403,0.0,0.6616529572600897,54.58012043859663,77.75047101342129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7427198224968052,0.6373090099172681,156
0.46000000000000035,0.0,0.0,2.0529326616959676,0.0,0.0,5.120218532866677,26.03654104614017,0.0,0.607768638173393,53.05341362573109,68.50031400894753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5985057214578184,0.6054712284897371,125
0.48000000000000037,0.0,0.0,2.058878776074523,0.0,0.0,5.080275766794087,26.43984293879952,0.0,0.5718457587822621,52.035609083820724,62.33354267263169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540425739951348,0.6100458344730343,153
0.5000000000000003,0.0,0.0,2.0649563653063683,0.0,0.0,5.040343907936551,26.852241050806715,0.0,0.38123050585484136,34.69040605588048,41.55569511508779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421041302560064,0.4840966037869764,120
