t,yaw,wz,turn,yawrate_sp,nact
1.5199999999999434,76.82318146812507,80.08139958878223,0.0,0.0,0
1.5399999999999412,78.32763974637108,71.00016249675402,0.0,0.0,0
1.559999999999939,79.66149233603056,62.94873841430238,0.0,0.0,0
1.5799999999999368,80.84408593577835,55.810346464114495,0.0,0.0,0
1.5999999999999346,81.89257332711857,49.481448729666575,0.0,0.0,0
1.6199999999999324,82.82216216476645,43.87024850241573,0.0,0.0,0
1.6399999999999302,83.64633555418128,38.8953588278796,0.0,0.0,0
1.659999999999928,84.3770476155892,34.484622038696834,0.0,0.0,0
1.6799999999999258,85.02489687103066,30.574063152732325,0.0,0.0,0
1.6999999999999236,85.59927996930243,27.106961955920834,0.0,0.0,0
1.7199999999999214,86.1085279784793,24.033030310990032,0.0,0.0,0
1.7399999999999192,86.56002722285278,21.30768275943983,0.0,0.0,0
1.759999999999917,86.96032641695139,18.89138983731537,0.0,0.0,0
1.7799999999999148,87.31523165055452,16.74910472502289,0.0,0.0,0
1.7999999999999126,87.62989060239806,14.849754915102116,0.0,0.0,0
1.8199999999999104,87.90886720403927,13.165791524913764,0.0,0.0,0
1.8399999999999082,88.15620783683325,11.672789717304177,0.0,0.0,0
1.859999999999906,88.37550002216717,10.349094433598408,0.0,0.0,0
1.8799999999999037,88.56992445621712,9.175506300500123,0.0,0.0,0
1.8999999999999015,88.74230114395948,8.135003155174072,0.0,0.0,0
1.9199999999998993,88.89513030158166,7.212493149406365,0.0,0.0,0
1.9399999999998971,89.0306286205563,6.394595851772678,0.0,0.0,0
1.959999999999895,89.15076141936649,5.669448172837976,0.0,0.0,0
1.9799999999998927,89.25727114922275,5.026532298454084,0.0,0.0,0
1.9999999999998905,89.35170266722959,4.456523135434994,0.0,0.0,0
2.0199999999998886,89.43542564357276,3.9511530569047553,0.0,0.0,0
2.0399999999998863,89.5096544277299,3.5030919855336915,0.0,0.0,0
2.059999999999884,89.57546566185114,3.105841075345159,0.0,0.0,0
2.079999999999882,89.633813896781,2.7536384500139173,0.0,0.0,0
2.0999999999998797,89.68554543722226,2.4413756304489564,0.0,0.0,0
2.1199999999998775,89.73141061685696,2.1645234394950847,0.0,0.0,0
2.1399999999998753,89.77207468146781,1.9190663090472693,0.0,0.0,0
2.159999999999873,89.80812743791282,1.7014440367434396,0.0,0.0,0
2.179999999999871,89.84009180890527,1.5085001474529591,0.0,0.0,0
2.1999999999998687,89.86843141768115,1.3374361105764259,0.0,0.0,0
2.2199999999998665,89.89355731256454,1.1857707491073197,0.0,0.0,0
2.2399999999998643,89.9158339289668,1.0513042517092912,0.0,0.0,0
2.259999999999862,89.93558437529468,0.9320862658267527,0.0,0.0,0
2.27999999999986,89.95309511943582,0.8263876090392697,0.0,0.0,0
2.2999999999998577,89.96862014379656,0.7326751883506187,0.0,0.0,0
2.3199999999998555,89.9823846291582,0.6495897636324619,0.0,0.0,0
2.3399999999998533,89.99458822078346,0.5759262326952819,0.0,0.0,0
2.359999999999851,90.00540792414638,0.5106161520338405,0.0,0.0,0
2.379999999999849,90.01500067228612,0.4527122397214987,0.0,0.0,0
2.3999999999998467,90.02350560202274,0.4013746356775512,0.0,0.0,0
2.4199999999998445,90.03104607204978,0.35585872002134095,0.0,0.0,0
2.4399999999998423,90.03773145217514,0.31550431282598806,0.0,0.0,0
2.45999999999984,90.04365870966178,0.27972609862090586,0.0,0.0,0
2.479999999999838,90.04891381567732,0.24800513675649377,0.0,0.0,0
2.4999999999998357,90.05357299225211,0.21988133449415054,0.0,0.0,0
2.5199999999998335,90.05770381783222,0.19494677364848004,0.0,0.0,0
2.5399999999998313,90.0613662074625,0.1728397939888014,0.0,0.0,0
2.559999999999829,90.064613281817,0.15323974758340012,0.0,0.0,0
2.579999999999827,90.06749213768104,0.13586234800155828,0.0,0.0,0
2.5999999999998247,90.07004453106082,0.1204555469164455,0.0,0.0,0
2.6199999999998225,90.07230748282802,0.10679587830157028,0.0,0.0,0
2.6399999999998203,90.07431381568458,0.09468521719564467,0.0,0.0,0
2.659999999999818,90.07609263023537,0.08394790602377193,0.0,0.0,0
2.679999999999816,90.07766972707444,0.0744282067940401,0.0,0.0,0
2.6999999999998137,90.07906798100632,0.06598804221522493,0.0,0.0,0
2.7199999999998115,90.08030767283095,0.05850499297192516,0.0,0.0,0
2.7399999999998093,90.08140678350394,0.051870522108856974,0.0,0.0,0
2.759999999999807,90.08238125493907,0.04598840077011096,0.0,0.0,0
2.779999999999805,90.08324522123583,0.04077331245970272,0.0,0.0,0
2.7999999999998026,90.08401121368571,0.036149615579088044,0.0,0.0,0
2.8199999999998004,90.08469034253076,0.032050246293022756,0.0,0.0,0
2.8399999999997982,90.0852924581107,0.0284157458105211,0.0,0.0,0
2.859999999999796,90.0858262937359,0.025193397972231107,0.0,0.0,0
2.879999999999794,90.08629959235871,0.022336464635470323,0.0,0.0,0
2.8999999999997916,90.08671921887996,0.01980350776665926,0.0,0.0,0
2.9199999999997894,90.0870912597203,0.01755778840852697,0.0,0.0,0
2.9399999999997872,90.0874211110997,0.015566733804483401,0.0,0.0,0
2.959999999999785,90.0877135573064,0.013801464951130266,0.0,0.0,0
2.979999999999783,90.08797284008998,0.012236377726354936,0.0,0.0,0
2.9999999999997806,90.08820272018525,0.010848771517531781,0.0,0.0,0
